building_size,num_floors,num_occupants,insulation_quality,window_type,hvac_efficiency,lighting_efficiency,appliance_efficiency,water_heating_efficiency,renewable_energy,energy_kwh,outdoor_temp,humidity,season,possibility_of_rain
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8882224,15.51,37.52,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8331856,13.69,17.35,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5861616,38.59,12.12,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.12984,23.5,12.52,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9958768,19.07,25.16,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3076512,29.38,48.97,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3200496000000004,29.79,14.5,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9995056,19.19,37.71,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9381184,17.16,84.02,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.633336,40.15,77.27,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6913968,42.07,55.01,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6844416,41.84,82.52,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.268944,28.1,78.01,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9804544,18.56,20.61,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2955552000000004,28.98,39.98,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7787904,44.96,47.77,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7757663999999993,44.86,65.41,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1927392,25.58,12.54,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4204464000000003,33.11,87.55,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0593808000000005,21.17,22.37,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7152864,42.86,49.77,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8752192,15.08,34.2,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0944592,22.33,55.27,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4854624000000003,35.26,44.64,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2547312000000006,27.63,17.07,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8522368,14.32,38.46,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2746896,28.29,26.66,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4059312000000004,32.63,53.64,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6299728,6.97,87.42,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7191808,9.92,56.02,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.03912,20.5,46.89,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1289327999999994,23.47,74.97,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5637840000000005,37.85,45.68,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.12228,23.25,41.76,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2290272000000004,26.78,86.61,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8555632,14.43,85.75,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9562624,17.76,40.22,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1056479999999995,22.7,70.77,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7682064,44.61,88.87,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1259088000000004,23.37,71.96,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7228464,43.11,19.73,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7158912000000006,42.88,35.1,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9399328,17.22,51.26,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.429216,33.4,16.87,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.5840080000000003,5.45,32.7,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3950448000000004,32.27,56.47,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6614592,41.08,74.09,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9217888000000003,16.62,50.91,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3533136000000003,30.89,74.46,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0956688,22.37,70.1,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4890912000000003,35.38,75.42,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6844416,41.84,72.05,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6949888,9.12,66.22,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6357184,7.16,33.0,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6478512000000007,40.63,66.92,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3729696,31.54,71.22,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.340008,30.45,15.05,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1836672,25.28,13.33,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8975968000000005,15.82,11.78,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6103168,6.32,10.91,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7799632,11.93,43.97,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7705888,11.62,20.31,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.5852176,5.49,61.18,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9172528,16.47,40.33,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7212976,9.99,88.61,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4062336000000006,32.64,86.44,Summer,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3481727999999995,30.72,12.03,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1727807999999995,24.92,12.78,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4673183999999995,34.66,41.3,Summer,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7158544,9.81,45.27,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6085392,39.33,82.38,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0856896000000003,22.04,83.09,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7660896,44.54,33.69,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2508,27.5,34.21,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5432208,37.17,20.1,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8480032,14.18,37.38,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4143984000000005,32.91,27.26,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2641056,27.94,14.62,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.779056,11.9,20.62,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1924368000000003,25.57,46.92,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8038528,12.72,53.44,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9958768,19.07,86.06,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1074624,22.76,22.87,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6354528,40.22,84.93,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6653904,41.21,19.35,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.117744,23.1,53.52,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.602152,6.05,48.43,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.586464,38.6,34.19,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9175552,16.48,40.22,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0342816000000004,20.34,67.08,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5522928,37.47,74.65,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8117152,12.98,23.39,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3267024000000003,30.01,17.22,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.459456,34.4,45.46,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6765424,8.51,66.85,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.206952,26.05,48.59,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7391392,10.58,66.07,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.141936,23.9,36.63,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.554712,37.55,50.3,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.983176,18.65,88.78,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1110912,22.88,29.54,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1688496,24.79,17.46,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2804352,28.48,65.27,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0959712,22.38,62.74,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8921536,15.64,38.75,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7645776,44.49,58.0,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4449408,33.92,10.69,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4645968000000003,34.57,11.24,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0424464,20.61,27.26,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3508944,30.81,78.08,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6547696000000003,7.79,38.16,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1050431999999994,22.68,61.4,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3720624000000003,31.51,85.39,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.945376,17.4,33.0,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0977856,22.44,34.18,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8374192000000003,13.83,52.72,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.423168000000001,33.2,21.31,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.482136,35.15,62.2,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6780544,8.56,73.39,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9169504,16.46,72.27,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.5758432,5.18,78.94,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7536544,11.06,45.18,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8588896000000004,14.54,16.87,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.76488,44.5,79.44,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9115072,16.28,23.52,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6714016,8.34,36.68,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.746433600000001,43.89,43.57,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6115264,6.36,21.16,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4280064,33.36,82.13,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7893376,12.24,57.99,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9387232,17.18,25.98,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5383824,37.01,59.19,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1171392,23.08,19.87,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8159488,13.12,87.66,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3992784,32.41,54.5,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0832704000000004,21.96,11.3,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7188784000000004,9.91,88.31,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.09204,22.25,37.78,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.27348,28.25,12.98,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.377808,31.7,16.64,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4627824,34.51,32.41,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8842912000000003,15.38,28.34,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.95596,17.75,73.01,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5063280000000003,35.95,66.11,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9490047999999995,17.52,54.04,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3282144,30.06,55.72,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4162128,32.97,88.45,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8489104,14.21,47.24,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.463992,34.55,80.43,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3291216,30.09,42.62,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3744816,31.59,27.34,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3545232,30.93,74.75,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0805488,21.87,87.58,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5640864,37.86,21.35,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4280064,33.36,87.23,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0627072,21.28,85.3,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6390448,7.27,13.95,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9716848,18.27,28.54,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6475488,40.62,17.96,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.654806400000001,40.86,23.44,Autumn,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.785104,12.1,38.53,Autumn,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.5954992000000003,5.83,37.28,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.513888,36.2,44.21,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.111696,22.9,81.77,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.710448,42.7,29.99,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6441856,7.44,50.18,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0249072,20.03,32.59,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3620832,31.18,40.58,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6139824,39.51,83.73,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4724592,34.83,14.82,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0515184000000004,20.91,35.15,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5129808,36.17,22.5,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.194856,25.65,52.61,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1008096000000003,22.54,30.93,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0769200000000003,21.75,16.98,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.402,32.5,13.67,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3929280000000004,32.2,24.32,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0793392,21.83,82.3,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4089552,32.73,17.52,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6844048,8.77,33.19,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3391008000000006,30.42,56.93,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.270456,28.15,38.2,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7521424000000003,11.01,54.62,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6659952,41.23,35.19,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8552608000000004,14.42,34.36,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.5942896,5.79,79.03,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1002048,22.52,41.03,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7645776,44.49,61.15,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7808704,11.96,48.94,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9979936,19.14,51.37,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7209952,9.98,40.45,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1824576,25.24,58.93,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4098624,32.76,40.94,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4957440000000006,35.6,25.24,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1615920000000006,24.55,64.95,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8053648,12.77,27.49,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.042144,20.6,42.76,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5728560000000003,38.15,80.97,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5807184,38.41,89.9,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4159104,32.96,63.49,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.542616,37.15,71.12,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6447904,7.46,24.95,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9072736000000003,16.14,18.33,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.1742928000000004,24.97,45.73,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.634848,40.2,81.91,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3932304,32.21,83.24,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6405568,7.32,66.88,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6629344,8.06,86.95,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.725568,43.2,10.61,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3363792,30.33,20.45,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0539376,20.99,39.14,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3421248,30.52,89.01,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6774864,41.61,29.76,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0657312,21.38,60.3,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5404992000000006,37.08,36.79,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7085968,9.57,70.16,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.785104,12.1,13.13,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7328256,43.44,52.87,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.2922288,28.87,61.73,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8882224,15.51,30.58,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7050048,42.52,60.78,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6451296,40.54,44.51,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.58344,38.5,20.11,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4939296,35.54,39.99,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8008288,12.62,88.13,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6245296,6.79,54.13,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.5779968,38.32,70.12,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.355128,30.95,28.13,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0367008,20.42,81.22,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0312576,20.24,81.9,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.8718928,14.97,60.58,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0076704,19.46,87.35,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6929088,42.12,73.7,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6275904,39.96,66.62,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.4488719999999997,34.05,81.3,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7246608,43.17,52.9,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.6774496,8.54,43.74,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7712304,44.71,20.34,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.9825712,18.63,40.26,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.714984,42.85,61.88,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.7615536,44.39,66.68,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7642384,11.41,10.14,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.84256,14.0,14.85,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.712528,9.7,68.38,Winter,False
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.6027936,39.14,21.49,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.0832704000000004,21.96,67.86,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,3.3076512,29.38,69.57,Winter,True
82,2,7,0.69,single-pane,0.7,0.94,0.95,0.87,0.9,2.7391392,10.58,60.91,Winter,False
